X_id,career_AST,career_FG%,career_PTS,name,position
kiddwa01,0.3,59.2,3.6,Warren Kidd,Power Forward
kiddgmi01,1.2,47.7,8.8,Michael Kidd-Gilchrist,Small Forward and Power Forward
kiffiir01,0.7,33.3,3.2,Irv Kiffin,Small Forward
kileyja01,1.2,22.7,2.3,Jack Kiley,Shooting Guard
killuea01,0.0,0.0,0.3,Earnie Killum,Guard
kilpaca01,0.0,50.0,1.5,Carl Kilpatrick,Center
kilpase01,1.5,41.3,10.3,Sean Kilpatrick,Shooting Guard
kimbato01,1.0,42.5,6.1,Toby Kimball,Power Forward
kimblbo01,0.9,38.6,5.5,Bo Kimble,Shooting Guard
kimbrst01,0.5,40.9,1.6,Stan Kimbrough,Point Guard
kinchch01,1.1,36.9,2.9,Chad Kinch,Shooting Guard
kingal01,2.2,46.1,12.1,Albert King,Small Forward
kingbe01,3.3,51.8,22.5,Bernard King,Small Forward
kingch01,1.1,42.3,6.7,Chris King,Small Forward
kingda01,0.3,31.8,1.6,Dan King,Forward
kingfr01,0.5,35.7,2.1,Frankie King,Shooting Guard and Point Guard
kingge01,4.8,38.2,10.3,George King,Point Guard
kingge03,0.0,-,0.0,George King,Small Forward
kingge02,0.7,50.3,4.5,Gerard King,Small Forward
kingji01,2.3,41.8,7.2,Jim King,Point Guard and Shooting Guard
kingji02,1.4,42.9,4.5,Jimmy King,Shooting Guard
kinglo01,1.4,36.5,6.0,Loyd King,Shooting Guard
kingma01,3.8,39.8,5.9,Maurice King,Point Guard
kingre01,1.6,51.4,8.9,Reggie King,Small Forward and Power Forward
kingri01,0.3,39.3,1.9,Rich King,Center
kingro01,1.6,34.3,7.1,Ron King,Shooting Guard
kingst01,0.9,47.8,6.4,Stacey King,Power Forward and Center
kingto01,0.6,23.7,5.1,Tom King,Guard
kinnebo01,1.5,35.3,9.5,Bob Kinney,Center/Forward
kinseta01,0.5,45.3,4.7,Tarence Kinsey,Shooting Guard
kirilan01,2.7,47.4,11.8,Andrei Kirilenko,Small Forward and Power Forward
kirkal01,0.2,25.0,0.8,Alex Kirk,Center
kirkwa01,2.1,30.5,7.7,Walt Kirk,Point Guard
kirklwi01,0.5,42.9,3.0,Wilber Kirkland,Forward
kissaji01,0.0,33.3,3.0,Jim Kissane,Forward
kistldo01,0.0,50.0,1.6,Doug Kistler,Forward
kitchcu01,0.2,50.0,1.5,Curtis Kitchen,Power Forward
kitegr01,0.5,43.8,2.5,Greg Kite,Center
kittlke01,2.6,43.9,14.1,Kerry Kittles,Shooting Guard
klebima01,0.8,46.9,6.1,Maxi Kleber,Power Forward
kleinjo01,0.6,45.3,4.8,Joe Kleine,Center
kleizli01,0.8,43.5,8.7,Linas Kleiza,Small Forward and Power Forward
klierle01,1.6,28.0,7.1,Leo Klier,Forward/Guard
klotzhe01,0.6,22.6,1.4,Herm Klotz,Guard
kluehdu01,1.5,36.2,8.2,Duane Klueh,Guard
kluttlo01,0.0,0.0,0.0,Lonnie Kluttz,Forward
knighbi01,2.3,50.7,16.9,Billy Knight,Small Forward and Shooting Guard
knighbo01,4.0,42.9,3.5,Bob Knight,Guard/Forward
knighbr02,1.0,0.0,0.0,Brandin Knight,Point Guard
knighbr03,4.0,41.3,14.5,Brandon Knight,Point Guard and Shooting Guard
knighbr01,6.1,41.2,7.3,Brevin Knight,Point Guard
knighne01,2.8,43.6,6.2,Negele Knight,Point Guard
knighro01,0.8,43.3,4.7,Ron Knight,Power Forward and Small Forward
knighto01,1.2,51.9,12.9,Toby Knight,Small Forward
knightr01,0.6,43.8,3.4,Travis Knight,Center
knorele01,1.6,30.3,6.7,Lee Knorek,Center
knostdi01,1.2,30.0,2.6,Dick Knostman,Center
knowlro01,0.0,28.6,1.0,Rod Knowles,Center
knoxke01,1.1,37.0,12.8,Kevin Knox,Power Forward
kofoeba01,1.0,38.7,1.5,Bart Kofoed,Shooting Guard
kojisdo01,1.4,44.6,12.2,Don Kojis,Small Forward
komenmi01,1.9,28.3,9.9,Milo Komenich,Forward/Center
komivho01,4.0,38.8,10.2,Howard Komives,Point Guard
koncajo01,1.0,47.0,4.5,Jon Koncak,Center
kondlto01,0.3,40.0,3.3,Tom Kondla,Center
koperbu01,0.8,44.0,4.6,Bud Koper,Shooting Guard
kopicjo01,0.7,49.3,3.7,Joe Kopicki,Power Forward
korkmfu01,0.9,38.8,4.9,Furkan Korkmaz,Shooting Guard
kornefr01,0.3,36.9,1.9,Frank Kornet,Power Forward
kornelu01,1.2,38.2,6.9,Luke Kornet,Power Forward
korolya01,0.4,28.3,1.1,Yaroslav Korolev,Small Forward
korveky01,1.7,44.3,9.9,Kyle Korver,Small Forward and Shooting Guard and Power Forward
koskito01,0.8,28.6,1.2,Tony Koski,Small Forward
kosmale01,0.7,39.8,1.4,Len Kosmalski,Center
kostean01,0.7,41.8,6.4,Andy Kostecka,Forward
kottmha01,0.3,31.4,3.1,Harold Kottman,Center
koufoko01,0.5,53.4,5.7,Kosta Koufos,Center
kozelto01,0.5,41.9,2.2,Tom Kozelko,Power Forward
kozliro01,0.4,33.9,2.9,Ronald Kozlicki,Small Forward
kramear01,0.4,31.8,2.0,Arvid Kramer,Center
krameba01,0.7,33.6,3.6,Barry Kramer,Small Forward
kramejo01,1.0,47.9,3.8,Joel Kramer,Center and Power Forward
kramest01,1.9,42.9,8.5,Steven Kramer,Shooting Guard
krausda01,0.5,14.3,1.6,Dan Kraus,Guard
krauthe01,0.4,22.2,1.3,Herb Krautblatt,Guard
kravtvi01,0.2,67.2,2.2,Viacheslav Kravtsov,Center
krebsji01,0.8,40.5,8.0,Jim Krebs,Center
kreklwa01,0.4,23.4,1.2,Wayne Kreklow,Shooting Guard
kronto01,2.7,38.7,6.0,Tommy Kron,Shooting Guard
kroppto01,0.6,44.0,2.5,Tom Kropp,Shooting Guard
krstine01,0.8,49.4,10.0,Nenad Krstic,Center and Power Forward
krystla01,1.2,45.7,8.2,Larry Krystkowiak,Power Forward
kuberst01,0.6,41.7,5.5,Steve Kuberski,Center and Power Forward and Small Forward
kubiale01,3.2,32.6,11.5,Leo Kubiak,Guard
kuczebr01,0.5,27.0,1.9,Bruce Kuczenski,Power Forward
kudelfr01,2.1,33.1,7.2,Frank Kudelka,Shooting Guard and Small Forward
kuestjo01,2.3,42.7,3.3,John Kuester,Point Guard
kukara01,0.7,32.0,4.9,Ray Kuka,Forward
kukocto01,3.7,44.7,11.6,Toni Kukoc,Power Forward and Small Forward
kunneke01,1.4,47.6,8.3,Kevin Kunnert,Center
kunzete01,1.0,33.9,5.0,Terry Kunze,Shooting Guard
kupchmi01,0.7,52.3,10.2,Mitch Kupchak,Center and Power Forward
kupeccj01,0.7,42.7,4.1,C.J. Kupec,Small Forward
kurucro01,0.8,45.0,8.5,Rodions Kurucs,Small Forward
kurzro01,0.5,38.9,3.9,Rob Kurz,Small Forward
kutluib01,0.0,0.0,0.0,Ibo Kutluay,Shooting Guard
kuzmaky01,2.2,45.3,17.3,Kyle Kuzma,Power Forward
kuzmiog01,0.2,52.0,0.9,Ognjen Kuzmic,Center
kuzmimi01,1.0,42.6,6.2,Mindaugas Kuzminskas,Small Forward
labissk01,1.0,48.0,7.6,Skal Labissiere,Power Forward
lacefre01,0.0,50.0,3.0,Reggie Lacefield,Guard/Forward
laceyed01,0.7,44.7,5.1,Edgar Lacey,Small Forward
laceysa01,3.7,44.1,10.3,Sam Lacey,Center
lackebo01,1.9,43.1,5.8,Bob Lackey,Shooting Guard
lacoufr01,1.9,42.1,6.5,Fred LaCour,Point Guard and Small Forward
ladnewe01,2.1,38.6,11.6,Wendell Ladner,Small Forward
laettch01,2.6,48.0,12.8,Christian Laettner,Center and Power Forward
lafayol01,2.0,50.0,7.0,Oliver Lafayette,Shooting Guard
lafrera01,1.1,46.6,10.1,Raef LaFrentz,Power Forward and Center
lagarto01,1.5,46.2,7.6,Tom LaGarde,Center
laimbbi01,2.0,49.8,12.9,Bill Laimbeer,Center
lalicpe01,0.0,0.0,0.0,Pete Lalich,Forward
lamarbo01,3.9,41.1,16.4,Bo Lamar,Shooting Guard and Point Guard
lambdo01,0.8,38.1,3.5,Doron Lamb,Shooting Guard
lambje01,1.5,44.3,10.2,Jeremy Lamb,Small Forward and Shooting Guard
lambejo01,0.6,42.8,3.8,John Lambert,Power Forward
lampje01,0.9,47.0,5.1,Jeff Lamp,Small Forward
lampema01,0.3,40.7,3.4,Maciej Lampe,Center
lamplji01,0.0,33.3,3.0,Jim Lampley,Center
lamplse01,0.7,46.3,4.5,Sean Lampley,Small Forward
landrca01,0.7,53.5,10.8,Carl Landry,Power Forward
landrma01,0.0,37.2,2.4,Marcus Landry,Small Forward
landsma01,0.5,48.1,5.6,Mark Landsberger,Power Forward and Center
laneje01,1.5,44.1,5.3,Jerome Lane,Power Forward
langan01,0.6,47.0,6.0,Andrew Lang,Center
langan02,0.3,45.5,2.3,Antonio Lang,Power Forward and Small Forward
langja01,0.2,44.4,1.0,James Lang,Center
langdtr01,1.3,41.6,5.4,Trajan Langdon,Shooting Guard
langfke01,0.0,25.0,1.0,Keith Langford,Shooting Guard
langhda01,0.3,39.1,3.0,Dan Langhi,Small Forward
laniebo01,3.1,51.4,20.1,Bob Lanier,Center
lantzst01,2.9,43.5,12.4,Stu Lantz,Point Guard and Shooting Guard
laproni01,1.6,42.6,3.3,Nicolas Laprovittola,Point Guard
laresyo01,1.6,37.3,5.1,York Larese,Shooting Guard
larkish01,2.9,42.2,5.5,Shane Larkin,Point Guard
larueru01,1.6,37.6,5.0,Rusty LaRue,Point Guard
larusru01,2.1,43.1,15.6,Rudy LaRusso,Power Forward and Small Forward
laskojo01,0.8,39.8,7.1,John Laskowski,Shooting Guard
lasmest01,0.2,45.1,5.2,Stephane Lasme,Power Forward and Small Forward
lattida01,0.7,47.7,7.2,Dave Lattin,Power Forward
laudepr01,0.4,47.2,3.4,Priest Lauderdale,Center
laureri01,0.3,32.3,2.4,Rich Laurel,Shooting Guard
lauriha01,0.9,25.0,1.4,Harry Laurie,Guard
lautewa01,1.3,30.1,4.3,Walt Lautenbach,Guard/Forward
lauvejo01,0.9,47.9,5.6,Joffrey Lauvergne,Center and Power Forward
lavelto01,0.7,36.7,6.9,Tony Lavelli,Forward
lavinza01,3.5,44.6,16.1,Zach LaVine,Point Guard and Shooting Guard
lavoybo01,1.5,38.4,8.2,Bob Lavoy,Power Forward
lawac01,1.6,41.3,3.9,Acie Law,Point Guard
lawalga01,0.0,-,0.0,Gani Lawal,Power Forward
lawreed01,0.3,62.5,4.0,Edmund Lawrence,Center
lawsoja01,0.3,60.0,1.5,Jason Lawson,Center
lawsoty01,6.0,46.0,12.7,Ty Lawson,Point Guard
laymaja01,0.5,45.7,4.6,Jake Layman,Small Forward
laytomo01,2.6,44.8,6.9,Mo Layton,Point Guard and Shooting Guard
leaftj01,0.3,51.1,3.4,T.J. Leaf,Power Forward
leaksma01,1.1,44.0,11.9,Manny Leaks,Center
learha01,0.3,33.3,1.3,Hal Lear,Guard
leaveal01,4.8,45.0,9.5,Allen Leavell,Point Guard and Shooting Guard
leboje01,0.8,28.6,1.5,Jeff Lebo,Shooting Guard
leckner01,0.5,50.8,4.1,Eric Leckner,Center
ledori01,0.8,33.6,3.9,Ricky Ledo,Shooting Guard
leebu01,3.2,45.0,8.1,Butch Lee,Point Guard
leecl01,1.1,43.2,7.7,Clyde Lee,Center and Power Forward
leeco01,1.7,45.0,9.7,Courtney Lee,Shooting Guard
leeda03,0.9,42.3,6.8,Damion Lee,Shooting Guard
leeda01,0.3,44.2,6.4,David Lee,Small Forward
leeda02,2.2,53.5,13.5,David Lee,Power Forward and Center and Small Forward
leedi01,0.5,-,0.0,Dick Lee,Forward
leedo01,0.4,41.2,2.3,Doug Lee,Shooting Guard
leege01,0.9,37.9,7.5,George Lee,Shooting Guard and Small Forward
leegr01,2.4,52.6,2.4,Greg Lee,Point Guard
leeke01,1.0,45.1,6.1,Keith Lee,Power Forward
leeku01,0.7,26.8,1.4,Kurk Lee,Point Guard
leema01,1.4,38.2,3.9,Malcolm Lee,Shooting Guard
leero02,1.0,50.0,1.0,Rock Lee,Center
leero01,3.8,41.6,7.3,Ron Lee,Point Guard
leeru01,0.7,39.1,2.9,Russ Lee,Small Forward
leedeed01,1.9,33.4,7.8,Ed Leede,Forward/Guard
lefkoha01,0.2,19.3,2.1,Hank Lefkowitz,Forward
legleti01,1.3,44.7,7.0,Tim Legler,Point Guard and Shooting Guard
lehmage01,4.5,41.8,11.9,George Lehmann,Point Guard and Shooting Guard
lemonwa01,3.2,43.7,9.4,Walt Lemon Jr.,Point Guard
lenal01,0.8,48.7,7.9,Alex Len,Center
lenarvo01,2.1,41.5,11.9,Voshon Lenard,Shooting Guard
lentzle01,0.8,40.5,8.0,Leary Lentz,Small Forward
leonaga01,0.1,45.9,1.4,Gary Leonard,Center
leonaka01,2.4,49.5,17.7,Kawhi Leonard,Small Forward
leoname01,0.9,47.9,5.6,Meyers Leonard,Power Forward and Center
leonasl01,3.3,34.9,9.9,Slick Leonard,Point Guard
lesji01,2.9,39.7,3.8,Jim Les,Point Guard
leslitr01,0.5,35.7,1.4,Travis Leslie,Shooting Guard
lestero01,4.0,46.9,7.3,Ronnie Lester,Point Guard
lettcl01,0.7,43.2,3.5,Clifford Lett,Point Guard
leuerjo01,0.8,48.4,6.4,Jon Leuer,Center and Power Forward
levanan01,2.0,31.0,4.5,Andrew Levane,Shooting Guard
leverfa01,6.2,44.7,13.9,Fat Lever,Point Guard and Shooting Guard
leverca01,3.4,43.7,11.1,Caris LeVert,Small Forward
levincl01,0.9,51.6,7.1,Cliff Levingston,Power Forward
lewisbo01,2.2,38.1,5.8,Bobby Lewis,Shooting Guard
lewisce01,0.0,66.7,1.3,Cedric Lewis,Center
lewisfr01,1.4,31.2,8.4,Freddie Lewis,Forward/Guard
lewisfr02,4.0,43.2,16.0,Freddie Lewis,Point Guard and Shooting Guard
lewisgr01,0.9,25.2,5.4,Grady Lewis,Forward/Center
lewisma01,0.3,47.3,3.6,Martin Lewis,Small Forward
lewismi01,3.0,49.8,12.1,Mike Lewis,Center
lewisqu01,0.6,39.7,3.6,Quincy Lewis,Shooting Guard and Small Forward
lewisra01,0.3,41.4,2.3,Ralph Lewis,Small Forward and Shooting Guard
lewisra02,1.7,45.2,14.9,Rashard Lewis,Small Forward and Power Forward
lewisre01,2.6,48.8,17.6,Reggie Lewis,Small Forward and Shooting Guard
liberma01,0.9,41.7,7.3,Marcus Liberty,Small Forward
lichtto01,1.4,46.0,7.9,Todd Lichti,Shooting Guard
lieboba01,3.7,36.7,10.9,Barry Liebowitz,Shooting Guard and Point Guard
liggide01,0.7,40.2,2.0,DeAndre Liggins,Shooting Guard and Small Forward
ligonbi01,0.7,38.5,3.3,Bill Ligon,Shooting Guard
ligongo01,2.1,48.7,12.8,Goose Ligon,Power Forward
lillada01,6.3,43.4,23.5,Damian Lillard,Point Guard
linje01,4.3,43.3,11.6,Jeremy Lin,Shooting Guard and Point Guard
lingest01,0.5,71.4,1.0,Steve Lingenfelter,Power Forward
listeal01,1.0,51.2,6.6,Alton Lister,Center and Power Forward
littlsa01,0.7,50.0,1.7,Samuel Little,Guard
littlge01,3.0,47.6,9.0,Gene Littles,Point Guard
livinra01,2.0,40.6,3.8,Randy Livingston,Point Guard
livinsh01,3.0,48.6,6.3,Shaun Livingston,Shooting Guard and Point Guard
livinro01,1.9,28.6,6.3,Ron Livingstone,Center
llamaho01,0.2,46.9,2.1,Horacio Llamas Grey,Center
lloydbo01,1.8,40.7,9.0,Bobby Lloyd,Point Guard
lloydch01,0.4,45.1,4.7,Chuck Lloyd,Center/Forward
lloydea01,1.4,35.6,8.4,Earl Lloyd,Small Forward
lloydle01,2.9,52.4,13.2,Lewis Lloyd,Shooting Guard
lloydsc01,1.0,42.5,4.6,Scott Lloyd,Power Forward and Center
lochmri01,0.8,40.5,4.3,Riney Lochmann,Small Forward
lochmbo01,0.8,32.2,3.7,Bob Lochmueller,Small Forward
lockro01,0.2,28.1,1.5,Rob Lock,Power Forward
lockhda01,0.0,100.0,2.0,Darrell Lockhart,Center
lockhia01,0.0,100.0,4.0,Ian Lockhart,Small Forward
loderke01,1.2,46.1,5.9,Kevin Loder,Small Forward
lofgrdo01,1.0,32.9,6.1,Don Lofgran,Small Forward
loftoza01,0.0,0.0,0.0,Zach Lofton,Shooting Guard
loganhe01,2.3,46.6,11.6,Henry Logan,Shooting Guard and Point Guard
loganjo01,3.0,31.2,12.4,John Logan,Guard
lohaubr01,1.1,44.0,5.9,Brad Lohaus,Power Forward
longar01,0.5,45.8,3.5,Art Long,Small Forward and Power Forward
longgr01,1.7,46.7,9.5,Grant Long,Power Forward
longjo01,1.9,46.7,13.6,John Long,Shooting Guard
longpa01,0.8,42.9,3.9,Paul Long,Shooting Guard
longsh01,0.7,56.0,8.2,Shawn Long,Center
longwi01,1.0,42.1,11.4,Willie Long,Power Forward and Small Forward
longllu01,1.5,46.2,7.2,Luc Longley,Center
looneke01,1.0,59.5,4.5,Kevon Looney,Center and Power Forward
lopezbr01,1.5,49.8,17.3,Brook Lopez,Center
lopezfe01,1.0,43.2,5.8,Felipe Lopez,Shooting Guard and Point Guard
lopezra01,3.8,42.9,6.5,Raul Lopez,Point Guard
lopezro01,0.8,53.1,9.1,Robin Lopez,Center
lorthry01,2.7,47.5,7.4,Ryan Lorthridge,Shooting Guard
loscuji01,0.7,34.5,6.2,Jim Loscutoff,Small Forward
lottpl01,0.6,29.4,2.2,Plummer Lott,Small Forward
loughke01,3.7,41.3,15.3,Kevin Loughery,Shooting Guard and Point Guard
lovebo01,1.4,42.9,17.6,Bob Love,Power Forward and Small Forward
loveke01,2.3,44.2,18.3,Kevin Love,Center and Power Forward
lovest01,0.8,44.0,6.6,Stan Love,Power Forward
lovelcl01,1.6,44.3,17.0,Clyde Lovellette,Center
lowesi01,3.9,36.7,2.9,Sidney Lowe,Shooting Guard and Point Guard
lowerch01,0.7,44.7,2.3,Charlie Lowery,Point Guard
lowryky01,6.1,42.4,14.4,Kyle Lowry,Point Guard
loydjo01,0.5,44.4,2.4,Jordan Loyd,Point Guard
lucasal01,1.0,33.3,1.0,Al Lucas,Forward/Guard
lucasje01,3.3,49.9,17.0,Jerry Lucas,Power Forward and Center
lucasjo01,7.0,44.9,10.7,John Lucas,Shooting Guard and Point Guard
lucaska01,0.5,0.0,1.0,Kalin Lucas,Point Guard
lucasma01,2.4,47.1,14.6,Maurice Lucas,Center and Power Forward
lucasjo02,1.5,38.3,4.7,John Lucas III,Point Guard
luckete01,0.4,36.7,2.3,Ted Luckenbill,Power Forward
luety01,3.1,43.7,8.5,Tyronn Lue,Point Guard
luisiji01,1.1,32.6,2.9,Jim Luisi,Point Guard
lujacal01,0.0,12.5,0.8,Al Lujack,Forward
lumpkph01,2.7,42.4,3.3,Phil Lumpkin,Point Guard
lumppra01,2.2,36.6,8.2,Ray Lumpp,Shooting Guard and Point Guard
luwawti01,0.9,38.7,5.7,Timothe Luwawu-Cabarrot,Small Forward
lydonty01,0.2,50.0,0.9,Tyler Lydon,Power Forward
lylestr01,1.1,43.1,7.6,Trey Lyles,Power Forward
lynamrb01,0.0,29.4,2.4,R.B. Lynam,Guard
lynchge01,1.4,44.6,6.6,George Lynch,Small Forward and Shooting Guard
lynchke01,1.1,43.6,3.3,Kevin Lynch,Shooting Guard
lynnlo01,0.8,40.7,5.0,Lonnie Lynn,Small Forward
lynnmi01,0.6,32.9,2.6,Mike Lynn,Small Forward
mcclesh01,0.5,40.0,3.0,Sheldon Mac,Shooting Guard
macalmi01,0.1,43.2,1.6,Mike Macaluso,Small Forward
macaued01,3.2,43.6,17.5,Ed Macauley,Center and Power Forward
maccuto01,0.5,54.1,6.1,Todd MacCulloch,Center
macgiro01,1.8,16.7,1.3,Ronnie MacGilvray,Point Guard
machasc01,0.9,58.3,1.8,Scott Machado,Point Guard
macijar01,0.3,34.1,2.3,Arvydas Macijauskas,Shooting Guard
mackol01,1.8,45.8,7.2,Ollie Mack,Shooting Guard
macksa01,1.3,40.0,7.8,Sam Mack,Small Forward
macksh01,3.1,42.3,6.6,Shelvin Mack,Shooting Guard and Point Guard
mackema01,0.0,37.8,1.5,Malcolm Mackey,Center
macklru01,0.8,44.9,6.4,Rudy Macklin,Small Forward
macklve01,0.2,54.3,2.0,Vernon Macklin,Center
macknjo01,1.1,31.7,7.0,Johnny Macknowski,Guard/Forward
macledo01,1.3,45.5,10.9,Don MacLean,Power Forward and Small Forward
maconda01,0.9,37.0,3.6,Daryl Macon,Shooting Guard
maconma01,1.7,38.4,6.7,Mark Macon,Shooting Guard and Point Guard
macurjp01,1.0,33.3,3.0,J.P. Macura,Shooting Guard
macyky01,4.0,50.1,9.5,Kyle Macy,Point Guard
maddoja01,1.0,-,0.0,Jack Maddox,Forward/Guard
maddoti01,0.6,25.0,1.2,Tito Maddox,Shooting Guard
madkige01,1.4,36.6,1.7,Gerald Madkins,Shooting Guard
madsema01,0.4,45.7,2.2,Mark Madsen,Center and Power Forward
magerno01,1.0,28.2,5.2,Norm Mager,Forward
magetjo01,3.2,32.6,2.6,Josh Magette,Point Guard
maggeco01,2.1,45.3,16.0,Corey Maggette,Power Forward and Shooting Guard and Small Forward
magleda01,0.1,25.0,0.9,Dave Magley,Small Forward
magloja01,0.6,48.0,7.2,Jamaal Magloire,Center
mahafra01,1.6,44.5,11.9,Randolph Mahaffey,Power Forward and Small Forward
mahinia01,0.5,53.7,5.0,Ian Mahinmi,Center
mahnkjo01,1.3,27.2,5.8,John Mahnken,Center
mahonbr01,0.6,29.8,3.1,Brian Mahoney,Shooting Guard
mahonmo01,0.3,33.3,1.5,Mo Mahoney,Forward
mahorri01,1.0,49.3,6.9,Rick Mahorn,Power Forward and Center
majerda01,2.9,43.1,11.4,Dan Majerle,Small Forward and Shooting Guard
majorre01,0.0,20.0,5.0,Renaldo Major,Power Forward
makerth01,0.6,42.1,4.6,Thon Maker,Center and Power Forward
malamli01,1.4,33.4,5.9,Lionel Malamed,Guard
malonje01,2.4,48.4,19.0,Jeff Malone,Shooting Guard
malonka01,3.6,51.6,25.0,Karl Malone,Power Forward
malonmo01,1.3,49.5,20.3,Moses Malone,Power Forward and Center
malonma01,2.9,40.8,7.4,Matt Maloney,Point Guard
malovst01,0.7,46.3,2.1,Steve Malovic,Power Forward
maloymi01,0.7,42.4,6.2,Mike Maloy,Power Forward
manakte01,0.4,40.0,2.4,Ted Manakas,Shooting Guard
mandijo01,1.1,31.6,4.1,John Mandic,Forward/Center
mangifr01,0.0,15.4,0.8,Frank Mangiapane,Guard
mannida01,2.3,51.1,14.0,Danny Manning,Power Forward
mannied01,0.8,44.8,5.9,Ed Manning,Power Forward and Small Forward
mannigu01,0.5,39.0,8.3,Guy Manning,Small Forward
manniri01,0.2,41.5,3.3,Rich Manning,Power Forward
mannipa01,1.1,41.3,3.1,Pace Mannion,Small Forward
mantini01,1.8,36.7,4.5,Nick Mantis,Shooting Guard
maravpe01,5.4,44.1,24.2,Pete Maravich,Shooting Guard
maravpr01,0.1,27.2,4.6,Press Maravich,Guard
marblde01,0.7,30.4,2.2,Devyn Marble,Shooting Guard
marblro01,0.4,25.7,1.9,Roy Marble,Shooting Guard and Small Forward
marbust01,7.6,43.3,19.3,Stephon Marbury,Point Guard
marcisa01,2.2,50.5,12.8,Sarunas Marciulionis,Small Forward and Shooting Guard
mariasa01,1.4,27.0,7.7,Saul Mariaschin,Guard
marinja01,2.1,46.5,14.8,Jack Marin,Small Forward
mariosh01,1.9,48.4,15.2,Shawn Marion,Small Forward and Power Forward
marjabo01,0.6,58.3,6.2,Boban Marjanovic,Center
markkla01,1.3,43.2,16.7,Lauri Markkanen,Power Forward
markoda01,0.2,36.5,1.7,Damir Markota,Power Forward
marksse01,0.2,44.8,2.8,Sean Marks,Power Forward and Center
marlaha01,1.5,37.3,3.7,Harvey Marlatt,Shooting Guard
marshji01,0.8,33.3,3.1,Jim Marsh,Small Forward
marshri01,1.5,42.6,4.5,Ricky Marsh,Shooting Guard
marshdo02,0.3,32.1,2.5,Donny Marshall,Small Forward
marshdo01,1.4,43.5,11.2,Donyell Marshall,Power Forward and Small Forward
marshke01,4.9,39.9,5.0,Kendall Marshall,Point Guard
marshra01,0.4,37.6,2.7,Rawle Marshall,Shooting Guard and Small Forward
marshto01,1.1,38.8,5.7,Tom Marshall,Small Forward
marshve01,0.3,24.1,1.3,Vester Marshall,Small Forward
martibi01,0.7,44.9,4.7,Bill Martin,Small Forward
martibo01,0.3,44.1,2.1,Bob Martin,Center
martibr01,0.0,42.9,0.8,Brian Martin,Small Forward and Power Forward
martica01,0.5,39.2,5.1,Cartier Martin,Small Forward
marticu01,0.4,25.0,1.3,Cuonzo Martin,Shooting Guard
martida01,2.9,38.2,6.9,Darrick Martin,Point Guard
martidi01,0.8,29.4,9.1,Dino Martin,Guard
martido01,0.3,28.2,3.0,Don Martin,Center/Forward
martife01,0.4,29.0,0.9,Fernando Martin,Center
martija01,0.6,43.4,5.4,Jarell Martin,Power Forward
martije01,0.8,41.7,6.7,Jeff Martin,Point Guard and Shooting Guard
martike01,1.9,48.3,12.3,Kenyon Martin,Power Forward and Center
martike02,1.9,43.7,17.4,Kevin Martin,Point Guard and Shooting Guard
martila01,0.7,41.6,5.3,LaRue Martin,Center
martima01,0.7,37.8,3.0,Maurice Martin,Small Forward
martiph01,0.9,26.3,1.7,Phil Martin,Small Forward
martisl01,4.2,36.4,9.8,Slater Martin,Point Guard
martiwh01,1.7,32.5,3.4,Whitey Martin,Shooting Guard
mashbja01,4.0,41.8,19.1,Jamal Mashburn,Small Forward
masinal01,1.8,34.6,4.8,Al Masino,Point Guard
masonan01,3.4,50.9,10.9,Anthony Mason,Center and Small Forward and Power Forward
masonde01,1.6,44.9,12.1,Desmond Mason,Small Forward and Shooting Guard
masonfr01,2.6,39.2,6.8,Frank Mason III,Point Guard
masonro01,1.3,40.8,6.3,Roger Mason,Small Forward and Point Guard and Shooting Guard
masseto01,0.4,47.0,6.2,Tony Massenburg,Center and Power Forward
masted01,0.5,38.5,2.5,Eddie Mast,Power Forward
matenya01,0.0,25.0,1.0,Yante Maten,Power Forward
mathima01,0.0,57.1,2.0,Mangok Mathiang,Center
mathijo01,0.5,37.1,3.4,Johnny Mathis,Power Forward
matthwe01,4.2,47.8,7.9,Wes Matthews,Point Guard
matthwe02,2.2,42.5,13.7,Wesley Matthews,Small Forward and Shooting Guard
maughar01,1.2,28.0,7.9,Ariel Maughan,Forward
maxeyma01,0.2,54.2,4.9,Marlon Maxey,Power Forward
maxieja01,0.4,49.5,5.6,Jason Maxiell,Center and Power Forward
maxwece01,2.2,54.6,12.5,Cedric Maxwell,Small Forward
maxweve01,3.4,39.8,12.8,Vernon Maxwell,Point Guard and Shooting Guard
maydo01,1.0,45.3,8.8,Don May,Small Forward
maysc01,1.7,46.2,10.4,Scott May,Small Forward
mayse01,1.0,45.8,6.9,Sean May,Power Forward and Center
maybele01,3.6,41.5,5.1,Lee Mayberry,Point Guard
mayescl01,0.5,44.6,4.0,Clyde Mayes,Power Forward
mayesth01,1.5,30.3,4.1,Tharon Mayes,Shooting Guard
mayfibi01,0.1,44.4,2.4,Bill Mayfield,Small Forward
mayfike01,0.3,37.0,2.8,Ken Mayfield,Shooting Guard
maynoer01,2.8,39.2,4.3,Eric Maynor,Shooting Guard and Point Guard
mayooj01,2.9,42.9,13.8,O.J. Mayo,Shooting Guard
maystr01,2.8,41.0,11.1,Travis Mays,Point Guard
mazzama01,1.1,30.0,3.8,Matt Mazza,Forward
mbahalu01,0.9,45.4,6.4,Luc Mbah a Moute,Small Forward and Power Forward
